knum	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K12665	718.80	domain	all	0.955201	378	362	2064	678	1.59	0.591	cytochrome P450 family 26 subfamily C [EC:1.14.14.-]
K12666	74.57	domain	all	0.998642	1162	1103	3557	724	4.47	0.590	dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit 1 (ribophorin I)
K12667	66.10	full	all	0.998445	992	963	2900	767	6.83	0.590	dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit 2 (ribophorin II)
K12668	41.67	full	all	0.995356	1026	757	926	185	4.71	0.590	dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit DAD1/OST2
K12669	255.30	full	trim	0.883519	186	184	1101	602	2.82	0.590	dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit 3/6
K12670	185.17	full	all	0.983748	1038	983	2577	541	3.43	0.590	dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit DDOST/WBP1
K12671	112.10	domain	all	0.739365	283	236	285	171	3.66	0.590	C-X-C motif chemokine 10
K12672	111.53	domain	trim	0.825079	368	330	266	146	3.71	0.590	C-X-C motif chemokine 11
K12673	777.23	full	all	1.000000	13	12	609	560	0.63	0.589	N2-(2-carboxyethyl)arginine synthase [EC:2.5.1.66]
K12674	651.23	full	all	1.000000	13	11	572	509	0.73	0.590	(carboxyethyl)arginine beta-lactam-synthase [EC:6.3.3.4]
K12675	451.20	full	all	0.822222	14	11	389	311	1.12	0.589	clavaminate synthase [EC:1.14.11.21]
K12676	492.03	full	all	0.783069	16	15	431	315	1.09	0.591	proclavaminate amidinohydrolase [EC:3.5.3.22]
K12677	363.47	domain	all	1.000000	6	6	249	247	0.61	0.591	clavulanate-9-aldehyde reducatase
K12678	414.87	domain	trim	0.759985	885	756	18244	1004	9.58	0.590	autotransporter family porin
K12679	1470.37	full	all	0.933333	9	8	1446	1144	0.86	0.589	outer membrane protein IcsA
K12681	1852.10	full	all	0.952381	12	11	1163	919	0.60	0.591	pertactin
K12682	993.87	full	all	1.000000	10	7	815	624	0.48	0.587	tracheal colonization factor
K12683	2312.60	full	all	1.000000	9	5	1015	1010	0.41	0.595	serum resistance protein
K12684	756.20	full	all	0.797354	178	123	5641	1342	6.15	0.590	serine protease autotransporter [EC:3.4.21.-]
K12685	623.37	domain	all	0.691669	643	599	6670	935	9.09	0.590	subtilase-type serine protease [EC:3.4.21.-]
K12686	184.97	full	all	0.940421	749	667	2514	581	10.13	0.590	outer membrane lipase/esterase
K12687	577.40	domain	all	0.875055	149	92	2301	936	3.61	0.590	antigen 43
K12688	780.77	domain	all	0.977778	29	24	1793	1034	1.57	0.590	autotransporter serine protease [EC:3.4.21.-]
K12689	543.83	full	all	1.000000	31	26	2036	1107	1.49	0.591	campylobacter adhesion protein
K12690	865.43	full	all	0.820106	19	16	736	486	1.18	0.590	adhesin Hsf
K12691	86.87	full	all	1.000000	17	17	103	86	1.25	0.661	dolichyl-diphosphooligosaccharide---protein glycosyltransferase subunit 5
K12692	-	-	-	-	2	2	344	344	0.39	0.590	hyoscyamine (6S)-dioxygenase / 6beta-hydroxyhyoscyamine epoxidase [EC:1.14.11.11 1.14.20.13]
K12693	-	-	-	-	2	2	560	555	0.42	0.586	strictosidine beta-D-glucosidase [EC:3.2.1.105]
K12694	-	-	-	-	1	1	421	421	0.39	0.589	vinorine synthase [EC:2.3.1.160]
K12695	-	-	-	-	2	2	579	540	0.52	0.590	raucaffricine beta-D-glucosidase / vomilenine glucosyltransferase [EC:3.2.1.125 2.4.1.219]
K12696	-	-	-	-	1	1	495	495	0.39	0.588	tabersonine 16-hydroxylase [EC:1.14.14.103]
K12697	-	-	-	-	1	1	401	401	0.38	0.589	deacetoxyvindoline 4-hydroxylase [EC:1.14.11.20]
K12698	-	-	-	-	1	1	439	439	0.38	0.586	deacetylvindoline O-acetyltransferase [EC:2.3.1.107]
K12699	-	-	-	-	1	1	443	443	0.38	0.585	minovincinine 19-hydroxy-O-acetyltransferase
K12700	458.57	full	all	1.000000	270	154	408	305	0.63	0.590	non-specific riboncleoside hydrolase [EC:3.2.2.-]
K12701	893.97	domain	all	0.833333	7	7	696	602	0.98	0.591	novobiocin biosynthesis protein NovH
K12702	803.90	full	all	1.000000	5	5	447	407	0.45	0.593	novobiocin biosynthesis protein NovI
K12703	515.60	full	all	1.000000	4	4	262	262	0.46	0.591	novobiocin biosynthesis protein NovJ
K12704	470.43	full	all	1.000000	4	4	246	245	0.48	0.592	novobiocin biosynthesis protein NovK
K12705	-	-	-	-	2	2	230	230	0.41	0.595	8-demethylnovobiocic acid C8-methyltransferase [EC:2.1.1.284]
K12706	-	-	-	-	1	1	352	352	0.38	0.593	novobiocin biosynthesis protein NovC
K12707	706.07	full	all	1.000000	3	3	353	324	0.41	0.593	4-hydroxyphenylpyruvate 3-dimethylallyltransferase [EC:2.5.1.111]
K12708	634.80	full	all	1.000000	3	3	277	277	0.40	0.588	4-hydroxy-3-prenylphenylpyruvate oxygenase / 4-hydroxy-3-prenylbenzoate synthase [EC:1.13.11.83 1.13.12.23]
K12709	717.97	domain	all	0.707143	9	9	730	527	0.87	0.589	8-demethylnovobiocic acid synthase [EC:6.3.1.15]
K12710	643.30	full	all	0.857143	9	9	429	423	0.60	0.591	C-methyltransferase [EC:2.1.1.-]
K12711	364.53	full	all	0.597081	19	19	463	386	1.72	0.591	L-demethylnoviosyl transferase [EC:2.4.1.302]
K12712	459.77	full	all	0.600000	9	9	346	258	0.79	0.592	demethyldecarbamoylnovobiocin O-methyltransferase [EC:2.1.1.285]
K12713	1054.67	full	all	0.761905	4	4	714	670	0.57	0.588	decarbamoylnovobiocin carbamoyltransferase [EC:2.1.3.12]
K12714	-	-	-	-	1	1	524	524	0.38	0.596	clorobiocin biosynthesis protein Clo-hal
K12719	-	-	-	-	2	2	501	501	0.39	0.585	L-proline---[L-prolyl-carrier protein] ligase [EC:6.2.1.53]
K12720	-	-	-	-	2	2	89	89	0.46	0.641	peptidyl carrier protein
K12721	-	-	-	-	2	2	376	376	0.41	0.594	L-prolyl-[peptidyl-carrier protein] dehydrogenase [EC:1.3.8.14]
K12722	1224.23	full	all	1.000000	3	3	569	560	0.40	0.589	clorobiocin/coumermycin A biosynthesis protein CloN6/CouN6
K12723	-	-	-	-	2	2	355	355	0.40	0.595	clorobiocin biosynthesis protein CloN2
K12724	-	-	-	-	2	2	281	281	0.43	0.589	clorobiocin/coumermycin A biosynthesis protein CloN7/CouN7
K12729	-	-	-	-	2	2	372	372	0.39	0.590	7-methylxanthosine synthase [EC:2.1.1.158]
K12730	-	-	-	-	2	2	384	384	0.39	0.585	theobromine synthase [EC:2.1.1.159]
K12731	572.57	domain	all	0.509259	16	16	469	363	0.93	0.590	caffeine synthase [EC:2.1.1.160]
K12732	671.87	full	all	0.977011	45	45	860	606	1.12	0.589	phenylpyruvate decarboxylase [EC:4.1.1.-]
K12733	255.07	domain	all	0.964824	939	702	813	223	2.08	0.590	peptidyl-prolyl cis-trans isomerase-like 1 [EC:5.2.1.8]
K12734	274.63	domain	all	0.959503	898	672	1268	277	1.91	0.590	peptidyl-prolyl cis-trans isomerase-like 3 [EC:5.2.1.8]
K12735	205.60	domain	all	0.991150	1013	960	4859	815	4.10	0.590	peptidyl-prolyl cis-trans isomerase-like 4 [EC:5.2.1.8]
K12736	485.47	full	all	0.994750	934	855	3949	1208	2.28	0.590	peptidylprolyl isomerase domain and WD repeat-containing protein 1 [EC:5.2.1.8]
K12737	249.63	full	all	0.965019	952	918	4969	509	3.48	0.590	peptidyl-prolyl cis-trans isomerase SDCCAG10 [EC:5.2.1.8]
K12738	355.20	domain	all	0.969697	19	18	227	164	0.45	0.593	peptidylprolyl cis-trans isomerase A-like 4 [EC:5.2.1.8]
K12739	266.73	domain	all	0.970208	436	428	1950	449	3.40	0.590	peptidyl-prolyl cis-trans isomerase-like 6 [EC:5.2.1.8]
K12740	693.90	domain	all	0.974975	368	367	4446	1645	2.51	0.590	NK-tumor recognition protein
K12741	333.23	domain	all	0.506496	3682	3255	8702	462	8.89	0.590	heterogeneous nuclear ribonucleoprotein A1/A3
K12742	778.73	domain	trim	0.691882	264	253	1498	659	2.25	0.590	isoprene synthase [EC:4.2.3.27]
K12743	4792.53	domain	all	1.000000	16	15	4076	3713	0.79	0.589	N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valine synthase [EC:6.3.2.26]
K12744	614.90	full	all	1.000000	5	4	313	311	0.46	0.587	deacetoxycephalosporin-C synthase [EC:1.14.20.1]
K12745	595.63	full	all	1.000000	8	7	324	313	0.50	0.590	deacetoxycephalosporin-C hydroxylase [EC:1.14.11.26]
K12747	-	-	-	-	1	1	444	444	0.38	0.589	deacetylcephalosporin-C acetyltransferase [EC:2.3.1.175]
K12748	-	-	-	-	1	1	720	720	0.38	0.584	glutaryl-7-aminocephalosporanic-acid acylase [EC:3.5.1.93]
K12749	397.93	full	trim	0.725521	338	256	603	312	1.24	0.591	myosin light chain 3
K12750	396.57	full	trim	0.757756	478	418	941	278	1.27	0.590	myosin light chain 4
K12751	334.80	domain	all	0.609650	1037	724	1017	303	4.22	0.590	myosin light chain 6
K12753	317.27	domain	all	0.875978	195	169	895	284	2.22	0.590	myosin regulatory light chain 5
K12754	324.13	domain	trim	0.939367	320	245	688	244	1.12	0.591	myosin regulatory light chain 7
K12755	361.33	domain	trim	0.583284	483	201	457	242	2.00	0.590	myosin regulatory light chain 9
K12756	392.07	full	trim	0.662807	353	239	816	358	1.67	0.590	myosin regulatory light chain 10
K12757	275.17	domain	all	0.619645	1173	662	979	296	4.51	0.590	myosin regulatory light chain 12
K12758	338.30	domain	all	0.950180	412	264	489	236	0.89	0.591	fast skeletal myosin light chain 2
K12760	1244.93	full	all	1.000000	3	3	548	546	0.41	0.587	G1/S-specific cyclin CLN1
K12761	633.67	full	all	0.543860	396	381	2673	578	1.70	0.590	carbon catabolite-derepressing protein kinase [EC:2.7.11.1]
K12762	191.90	full	all	1.000000	56	56	2064	695	3.09	0.590	G protein-coupled receptor GPR1
K12763	196.50	full	all	1.000000	139	137	2477	615	4.74	0.590	enhanced filamentous growth protein 1
K12764	-	-	-	-	2	2	364	364	0.43	0.585	meiosis-inducing protein 1
K12765	356.23	domain	trim	0.971745	92	61	1466	654	1.36	0.589	meiosis induction protein kinase IME2/SME1 [EC:2.7.11.1]
K12766	648.67	full	all	0.974359	21	21	777	454	0.64	0.589	serine/threonine-protein kinase MDS1/RIM11 [EC:2.7.11.1]
K12767	578.43	domain	trim	0.989899	152	143	7546	1471	2.54	0.590	serine/threonine-protein kinase RIM15 [EC:2.7.11.1]
K12768	421.63	full	all	1.000000	19	19	1203	878	2.08	0.590	synaptonemal complex protein ZIP1
K12769	153.97	full	all	1.000000	118	117	2170	637	4.90	0.590	meiosis-specific transcription factor NDT80
K12770	92.93	full	all	1.000000	21	21	1018	583	4.58	0.590	GLC7-interacting protein 1
K12771	478.63	domain	all	0.898962	36	35	845	465	1.17	0.589	sporulation-specific protein 1 [EC:2.7.11.1]
K12772	45.27	domain	all	1.000000	35	35	668	342	4.22	0.590	sporulation-specific protein 4
K12773	450.43	domain	all	0.906089	28	27	862	505	1.61	0.590	sporulation-regulated protein 3
K12774	120.20	full	all	1.000000	17	17	493	306	2.39	0.590	monopolin complex subunit MAM1
K12775	94.30	full	all	1.000000	18	18	494	263	1.99	0.590	monopolin complex subunit LRS4
K12776	371.90	domain	all	0.871981	41	40	914	471	1.67	0.589	meiosis-specific serine/threonine-protein kinase MEK1 [EC:2.7.11.1]
K12777	386.40	full	all	1.000000	20	20	1368	843	2.88	0.590	protein RED1
K12778	256.00	domain	trim	0.859834	1039	1010	5504	815	7.14	0.590	meiosis-specific protein
K12779	571.53	full	all	1.000000	20	20	1847	890	1.37	0.590	suppressor of MAR1-1 protein
K12780	167.47	full	trim	0.960048	99	93	2044	706	7.39	0.590	meiotic recombination protein REC8, fungi type
K12781	115.77	full	all	1.000000	14	14	614	326	1.98	0.590	anaphase-promoting complex subunit MND2
K12782	341.20	domain	all	0.933333	40	40	1193	539	1.70	0.590	meiosis-specific APC/C activator protein AMA1
K12783	264.40	full	all	1.000000	17	17	947	585	2.58	0.590	sporulation-specific protein 1
K12784	897.17	full	all	1.000000	15	10	592	550	0.58	0.589	translocated intimin receptor
K12785	434.67	full	all	1.000000	22	12	442	388	0.93	0.589	LEE-encoded effector EspG
K12786	282.83	full	all	0.916667	17	14	316	219	0.98	0.589	LEE-encoded effector EspF
K12787	370.80	full	all	1.000000	15	10	205	203	0.51	0.595	LEE-encoded effector Map
K12788	310.87	full	all	1.000000	14	7	179	171	0.52	0.588	LEE-encoded effector EspH
K12789	439.70	full	all	1.000000	15	11	574	250	0.62	0.591	Tir-cytoskeleton coupling protein
K12790	1648.77	full	all	0.841270	18	12	1058	820	0.95	0.590	intimin
K12791	948.33	full	all	0.986267	409	405	4319	1193	1.76	0.590	Rho guanine nucleotide exchange factor 2
K12792	624.43	full	all	0.958491	324	313	1848	634	1.60	0.590	thyroid receptor-interacting protein 6
K12793	667.30	full	all	0.972368	394	354	1952	676	3.22	0.590	TAK1-binding protein 3
K12794	519.60	full	all	0.979921	366	357	2330	624	2.91	0.590	caspase recruitment domain-containing protein 9
K12795	104.53	domain	all	0.982132	1139	1084	2799	549	7.57	0.590	suppressor of G2 allele of SKP1
K12796	1328.13	full	all	0.943812	420	414	3810	1293	3.19	0.590	erbb2-interacting protein
K12797	580.07	domain	all	0.996169	133	131	2444	1044	1.39	0.589	caspase recruitment domain-containing protein 6
K12798	598.40	domain	trim	0.885810	267	265	12571	1195	4.91	0.590	NACHT, LRR and PYD domains-containing protein 1
K12799	141.73	domain	trim	0.866649	422	397	1628	471	9.08	0.590	apoptosis-associated speck-like protein containing a CARD
K12800	1056.53	domain	all	0.724012	209	205	3480	1022	4.70	0.590	NACHT, LRR and PYD domains-containing protein 3
K12801	484.57	domain	all	0.519145	278	273	2935	602	5.99	0.590	caspase recruitment domain-containing protein 8
K12802	140.53	domain	all	0.942474	55	46	236	93	1.11	0.614	pyrin domain-containing protein 1
K12803	578.67	domain	all	0.978873	146	145	1617	837	1.81	0.589	pyrin
K12804	456.97	full	all	0.951662	524	499	2553	531	2.79	0.590	proline-serine-threonine phosphatase interacting protein 1
K12805	523.97	full	all	0.903808	245	245	4035	1090	8.10	0.590	NLR family CARD domain-containing protein 4
K12806	174.03	domain	trim	0.309398	77	72	358	202	4.01	0.590	caspase recruitment domain-containing protein 16/17/18
K12807	668.93	full	all	0.992327	199	199	2769	1394	2.11	0.590	baculoviral IAP repeat-containing protein 1
K12809	-	-	-	-	1	1	390	390	0.39	0.589	T3SS secreted effector EspG-like protein
K12810	-	-	-	-	1	1	193	193	0.42	0.585	major structural subunit of bundle-forming pilus
K12811	723.40	full	all	0.981042	1036	958	7276	1017	1.98	0.590	ATP-dependent RNA helicase DDX46/PRP5 [EC:3.6.4.13]
K12812	425.53	domain	all	0.652003	1133	879	3643	608	2.55	0.590	ATP-dependent RNA helicase UAP56/SUB2 [EC:3.6.4.13]
K12813	1217.63	full	all	0.943484	979	930	5732	1282	2.42	0.590	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 [EC:3.6.4.13]
K12814	1241.00	domain	all	0.910331	30	30	1188	902	0.82	0.591	pre-mRNA-splicing factor ATP-dependent RNA helicase-like protein PRP2 [EC:3.6.4.13]
K12815	1197.30	full	all	0.958837	1024	986	8028	1252	1.93	0.591	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX38/PRP16 [EC:3.6.4.13]
K12816	333.33	domain	all	0.991344	1038	933	2807	702	3.74	0.590	pre-mRNA-processing factor 17
K12817	61.33	full	all	0.987614	1039	918	2513	532	6.40	0.590	pre-mRNA-splicing factor 18
K12818	1182.53	full	all	0.728647	1864	1804	11307	1351	5.51	0.590	ATP-dependent RNA helicase DHX8/PRP22 [EC:3.6.4.13]
K12819	393.47	full	all	0.929492	1151	1071	4030	732	3.71	0.590	pre-mRNA-processing factor SLU7
K12820	1007.60	domain	all	0.937759	1198	1016	4095	1002	2.59	0.590	pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43 [EC:3.6.4.13]
K12821	271.80	domain	all	0.983785	1300	1255	7229	848	4.95	0.590	pre-mRNA-processing factor 40
K12822	92.17	domain	all	0.997651	940	849	6663	886	4.04	0.590	RNA-binding protein 25
K12823	657.60	full	all	0.689783	2471	2246	10862	774	4.12	0.590	ATP-dependent RNA helicase DDX5/DBP2 [EC:3.6.4.13]
K12824	196.43	domain	all	0.988370	851	818	9227	1147	4.03	0.590	transcription elongation regulator 1
K12825	79.13	domain	all	0.992987	1103	995	6658	799	5.69	0.590	splicing factor 3A subunit 1
K12826	110.17	domain	all	0.989991	1040	857	3036	552	4.48	0.590	splicing factor 3A subunit 2
K12827	88.33	full	all	0.992857	1036	834	3354	676	4.60	0.590	splicing factor 3A subunit 3
K12828	438.57	full	all	0.997021	1055	839	6548	1481	1.89	0.590	splicing factor 3B subunit 1
K12829	100.93	full	all	0.996910	1023	969	6804	928	3.74	0.590	splicing factor 3B subunit 2
K12830	625.13	full	all	0.996294	1189	948	5025	1433	4.76	0.590	splicing factor 3B subunit 3
K12831	171.90	domain	all	0.885222	1234	1019	3992	397	4.84	0.590	splicing factor 3B subunit 4
K12832	37.03	full	all	0.997113	1042	518	762	197	4.01	0.590	splicing factor 3B subunit 5
K12833	85.40	domain	all	0.984961	1021	498	952	199	3.23	0.590	pre-mRNA branch site protein p14
K12834	49.20	domain	trim	0.992956	1181	355	583	206	2.71	0.590	PHD finger-like domain-containing protein 5A
K12835	707.07	domain	all	0.982423	820	781	5237	888	1.87	0.590	ATP-dependent RNA helicase DDX42 [EC:3.6.4.13]
K12836	220.13	full	all	0.980133	1654	1224	2829	413	3.90	0.590	splicing factor U2AF 35 kDa subunit
K12837	198.47	domain	all	0.956977	1651	1414	9123	582	7.34	0.590	splicing factor U2AF 65 kDa subunit
K12838	174.80	domain	all	0.993325	731	596	3421	647	1.92	0.590	poly(U)-binding-splicing factor PUF60
K12839	80.90	domain	all	0.989497	956	716	1790	314	5.53	0.590	survival of motor neuron-related-splicing factor 30
K12840	129.80	domain	all	0.982923	929	761	3756	546	5.08	0.590	splicing factor 45
K12841	280.90	full	all	1.000000	600	567	6112	842	2.27	0.590	calcium homeostasis endoplasmic reticulum protein
K12842	148.17	domain	all	0.999511	1090	1022	6134	1005	5.30	0.590	U2-associated protein SR140
K12843	288.47	full	all	0.982266	1059	913	4961	788	4.12	0.590	U4/U6 small nuclear ribonucleoprotein PRP3
K12844	225.03	full	all	0.994834	1018	877	3326	793	5.42	0.590	U4/U6 small nuclear ribonucleoprotein PRP31
K12845	121.13	full	all	0.986579	1288	787	1009	213	3.15	0.590	U4/U6 small nuclear ribonucleoprotein SNU13
K12846	50.87	domain	all	0.982530	832	683	2113	292	7.18	0.590	U4/U6.U5 tri-snRNP-associated protein 3
K12847	199.37	full	all	0.999467	1002	936	3583	828	3.12	0.590	U4/U6.U5 tri-snRNP-associated protein 2
K12848	46.60	domain	all	0.995973	1000	744	1749	347	6.66	0.590	U4/U6.U5 tri-snRNP component SNU23
K12849	159.17	full	all	0.982549	1048	802	2059	416	3.76	0.590	pre-mRNA-splicing factor 38A
K12850	145.40	full	trim	0.991988	880	815	3322	558	3.77	0.590	pre-mRNA-splicing factor 38B
K12851	169.80	full	all	1.000000	27	27	320	230	1.06	0.590	pre-mRNA-splicing factor 38
K12852	879.77	full	all	0.981351	1001	837	5195	1099	3.04	0.590	116 kDa U5 small nuclear ribonucleoprotein component
K12853	1179.77	full	all	0.955556	23	23	1136	970	0.91	0.590	114 kDa U5 small nuclear ribonucleoprotein component
K12854	2397.33	full	all	0.987879	935	836	7721	3236	1.88	0.590	pre-mRNA-splicing helicase BRR2 [EC:3.6.4.13]
K12855	475.17	domain	all	0.993182	1013	880	4828	1414	3.69	0.590	pre-mRNA-processing factor 6
K12856	1085.50	full	all	1.000000	966	750	7712	2475	1.00	0.590	pre-mRNA-processing factor 8
K12857	270.50	domain	all	0.987416	970	806	2294	527	3.58	0.590	Prp8 binding protein
K12858	542.37	domain	all	0.989519	1009	916	5219	860	2.07	0.590	ATP-dependent RNA helicase DDX23/PRP28 [EC:3.6.4.13]
K12859	81.03	full	all	0.995449	1168	549	1094	243	3.40	0.590	U5 snRNP protein, DIM1 family
K12860	126.63	domain	all	0.997983	1086	993	4968	1066	4.53	0.590	pre-mRNA-splicing factor CDC5/CEF1
K12861	50.27	full	all	0.993915	965	735	1304	311	6.31	0.590	pre-mRNA-splicing factor SPF27
K12862	236.10	domain	all	0.996048	1134	1016	2594	573	2.41	0.590	pleiotropic regulator 1
K12863	57.30	full	all	0.997008	1069	834	1762	446	6.39	0.590	protein CWC15
K12864	108.87	domain	all	0.996583	979	876	3336	632	4.65	0.590	beta-catenin-like protein 1
K12865	68.33	domain	all	0.994536	691	638	2519	338	3.61	0.590	polyglutamine-binding protein 1
K12866	111.20	full	all	0.996113	560	512	2213	519	2.29	0.590	WW domain-binding protein 11
K12867	274.80	full	all	1.000000	967	917	5954	954	3.48	0.590	pre-mRNA-splicing factor SYF1
K12868	44.57	full	all	0.978237	1004	903	1518	339	5.61	0.590	pre-mRNA-splicing factor SYF2
K12869	137.90	domain	all	0.996349	1191	1097	3862	896	3.05	0.590	crooked neck
K12870	72.57	full	all	0.992908	978	840	1848	376	3.55	0.590	pre-mRNA-splicing factor ISY1
K12871	44.63	full	all	0.998876	981	890	1676	296	7.11	0.590	coiled-coil domain-containing protein 12
K12872	99.37	domain	trim	0.987755	1061	846	2397	503	3.02	0.590	pre-mRNA-splicing factor RBM22/SLT11
K12873	117.00	full	all	0.990741	1165	642	1014	265	3.48	0.590	bud site selection protein 31
K12874	583.53	full	all	0.996019	895	881	6985	1554	2.73	0.590	intron-binding protein aquarius
K12875	130.20	full	all	0.998131	815	801	11788	1029	6.11	0.590	apoptotic chromatin condensation inducer in the nucleus
K12876	81.13	domain	all	0.990988	1082	774	1060	253	3.48	0.590	RNA-binding protein 8A
K12877	66.50	full	all	0.997506	1224	600	1033	207	2.21	0.590	protein mago nashi
K12878	146.63	full	all	0.998224	906	846	4297	789	5.86	0.590	THO complex subunit 1
K12879	328.63	full	all	1.000000	1006	982	10962	1599	4.73	0.590	THO complex subunit 2
K12880	183.43	domain	all	0.984815	953	770	2291	420	5.03	0.590	THO complex subunit 3
